#ID	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
STRT00924380	65	0.28498	4.46710205078	-1	0.0648764	noncoding
ENCT00000179594.1	85	0.28122	9.55792236328	1	0.056248	noncoding
HBMT00000586436.1	106	0.27075	10.4227905273	1	0.0922054	noncoding
ENCT00000170986.1	153	0.30897	12.4771118164	1	0.150759	noncoding
ENCT00000171102.1	99	0.27754	11.7802124023	1	0.0720227	noncoding
STRT00904816	43	0.35784	4.27618408203	1	0.0297288	noncoding
STRT00868389	28	0.36996	11.0969848633	1	0.0146404	noncoding
STRT00907629	15	0.38989	6.48370361328	1	0.00298664	noncoding
STRT00939873	16	0.3663	9.34930419922	1	0.00531206	noncoding
STRT00921770	41	0.42768	10.016784668	-1	0.0858831	noncoding
STRT00865382	43	0.30962	4.27618408203	1	0.0285582	noncoding
STRT00913844	43	0.35228	4.27618408203	1	0.0285339	noncoding
STRT00939876	40	0.31447	4.43426513672	1	0.0213781	noncoding
STRT00884843	10	0.3465	12.3042602539	-1	0.190151	noncoding
STRT00889693	26	0.30456	12.6047973633	1	0.0147196	noncoding
STRT00937619	40	0.43378	4.43426513672	1	0.045767	noncoding
STRT00945076	57	0.43323	9.18426513672	1	0.0675708	noncoding
STRT00954102	80	0.31655	9.69366455078	1	0.0583627	noncoding
STRT00893880	56	0.35729	9.23663330078	1	0.0293944	noncoding
ENCT00000180446.1	56	0.3375	9.23663330078	1	0.0258343	noncoding
STRT00875780	3	0.42809	5.27496337891	1	1.65577e-05	noncoding
ENCT00000180536.1	222	0.27437	11.6614379883	1	0.381643	noncoding
FTMT26600000412.1	222	0.30647	11.6614379883	1	0.606163	coding
FTMT26600000435.1	173	0.28567	9.44891357422	1	0.461744	noncoding
FTMT26600000458.1	0	0.34291	0.0	-1	9.05679e-07	noncoding
MICT00000141183.1	70	0.40317	10.1659545898	1	0.100044	noncoding
MICT00000141327.1	34	0.35691	9.49676513672	1	0.0120998	noncoding
STRT00887777	35	0.34843	9.29974365234	1	0.0115417	noncoding
MICT00000141410.1	79	0.27089	9.69720458984	1	0.0486404	noncoding
STRT00907358	79	0.29399	9.69720458984	1	0.0498697	noncoding
STRT00895586	75	0.30734	8.61468505859	1	0.0419513	noncoding
STRT00868519	92	0.3465	9.89251708984	1	0.118874	noncoding
HBMT00000592839.1	75	0.30989	8.61468505859	1	0.0424804	noncoding
ENCT00000172488.1	76	0.32396	9.23614501953	1	0.0511112	noncoding
ENCT00000172490.1	76	0.32989	9.23614501953	1	0.0535295	noncoding
STRT00950958	71	0.40847	5.76361083984	1	0.123112	noncoding
FTMT26800000941.1	127	0.28396	9.01361083984	1	0.183043	noncoding
ENCT00000181489.1	294	0.28305	10.1347045898	1	0.937361	coding
STRT00893230	19	0.46023	6.50689697266	1	0.005484	noncoding
PBT00189550	75	0.31254	9.58001708984	1	0.0475628	noncoding
PBT00189556	88	0.28385	9.89068603516	1	0.062701	noncoding
FTMT26800001406.1	41	0.30775	9.21173095703	1	0.0135388	noncoding
STRT00943942	38	0.30152	6.51397705078	1	0.00958987	noncoding
MICT00000144749.1	54	0.28495	6.51568603516	1	0.0224384	noncoding
STRT00929979	108	0.29595	6.79901123047	1	0.17951	noncoding
PBT00192475	78	0.33891	9.23480224609	1	0.0624748	noncoding
STRT00885340	73	0.43406	9.86944580078	1	0.169575	noncoding
FTMT26600001605.1	52	0.34805	9.57159423828	1	0.0251222	noncoding
ENCT00000182676.1	81	0.32077	4.60736083984	1	0.164392	noncoding
ENCT00000174174.1	46	0.28927	6.88751220703	1	0.0141428	noncoding
STRT00934846	18	0.35859	11.7002563477	1	0.010356	noncoding
STRT00895161	53	0.36622	11.2936401367	1	0.0358925	noncoding
STRT00887019	34	0.30899	10.1917114258	1	0.0143965	noncoding
STRT00886134	78	0.42853	5.39862060547	-1	0.0340758	noncoding
STRT00902669	34	0.42204	9.49664306641	1	0.0193897	noncoding
STRT00955333	48	0.40501	9.62298583984	1	0.0338597	noncoding
STRT00891923	48	0.40034	9.62298583984	1	0.0322521	noncoding
STRT00900438	39	0.35594	12.0000610352	1	0.0192483	noncoding
STRT00918287	31	0.42873	6.50653076172	1	0.010343	noncoding
ENCT00000174494.1	46	0.45101	6.21319580078	1	0.0318845	noncoding
FTMT26800002085.1	65	0.26598	11.2736206055	1	0.0454044	noncoding
FTMT26600002019.1	50	0.3502	8.90777587891	1	0.0200941	noncoding
FTMT26800002121.1	50	0.36056	6.79278564453	1	0.0180276	noncoding
PBT00189985	176	0.34366	12.1001586914	1	0.478347	noncoding
STRT00928829	15	0.42188	4.49310302734	1	0.00772085	noncoding
STRT00946163	32	0.37487	10.4463500977	1	0.0156944	noncoding
STRT00900850	48	0.32305	6.53204345703	1	0.0144307	noncoding
STRT00936318	93	0.288	6.94964599609	1	0.0953071	noncoding
PBT00190287	164	0.28949	6.90667724609	1	0.691448	coding
FTMT26600002670.1	54	0.32846	8.88153076172	1	0.0212062	noncoding
FTMT26600002679.1	66	0.34069	9.05682373047	1	0.0383529	noncoding
STRT00881487	124	0.41887	6.63116455078	1	0.765209	coding
PBT00190717	135	0.31826	11.1686401367	1	0.23568	noncoding
STRT00880906	135	0.37058	11.1686401367	1	0.464744	noncoding
PBT00190718	143	0.28338	9.14361572266	1	0.264495	noncoding
STRT00873582	135	0.35829	11.1686401367	1	0.399497	noncoding
STRT00889939	135	0.32551	11.1686401367	1	0.25964	noncoding
STRT00889938	121	0.46983	9.90667724609	1	0.85942	coding
STRT00870418	77	0.33701	9.58746337891	1	0.0614002	noncoding
STRT00960809	7	0.43706	12.0000610352	1	0.00965494	noncoding
STRT00900036	49	0.37077	8.00054931641	1	0.0187018	noncoding
STRT00902547	92	0.37544	6.04522705078	1	0.229496	noncoding
ENCT00000185738.1	49	0.31553	8.00054931641	1	0.0144779	noncoding
ENCT00000185739.1	79	0.34811	10.0087280273	1	0.0762636	noncoding
PBT00193673	110	0.32909	9.24114990234	1	0.178336	noncoding
STRT00883295	64	0.33929	9.44390869141	1	0.0373318	noncoding
PBT00190832	80	0.27517	8.12005615234	1	0.047772	noncoding
FTMT26800003701.1	34	0.37306	5.89300537109	1	0.00935748	noncoding
FTMT26800003812.1	63	0.35914	11.7125854492	1	0.0445803	noncoding
FTMT26800003817.1	61	0.30505	5.43658447266	1	0.0404464	noncoding
PBT00190931	165	0.28842	9.30499267578	1	0.426814	noncoding
STRT00889134	93	0.34567	8.39764404297	1	0.117492	noncoding
STRT00924149	93	0.32325	8.39764404297	1	0.0928574	noncoding
STRT00867955	94	0.2667	10.0065307617	-1	0.147482	noncoding
STRT00961223	19	0.26744	12.0000610352	1	0.0246435	noncoding
STRT00894578	29	0.37205	9.03558349609	1	0.00888033	noncoding
STRT00873254	22	0.27587	4.83099365234	1	0.0128257	noncoding
STRT00884232	71	0.29452	10.1659545898	1	0.0421352	noncoding
STRT00912849	22	0.35348	4.83099365234	1	0.00603885	noncoding
STRT00876878	71	0.32494	10.1659545898	1	0.0483211	noncoding
STRT00861283	128	0.31137	10.762878418	1	0.203438	noncoding
STRT00935096	33	0.33319	10.0010375977	1	0.0128759	noncoding
STRT00883749	29	0.34562	11.7113647461	-1	0.189497	noncoding
STRT00884761	24	0.36539	4.32464599609	1	0.00944237	noncoding
STRT00936799	40	0.35673	8.65545654297	1	0.0124564	noncoding
STRT00929089	24	0.34532	4.32464599609	1	0.00851654	noncoding
STRT00895489	57	0.34291	8.48992919922	1	0.0242464	noncoding
STRT00904249	22	0.33955	4.83099365234	1	0.00587441	noncoding
STRT00876879	38	0.33919	9.89593505859	-1	0.145414	noncoding
STRT00861284	117	0.28068	9.79644775391	1	0.127699	noncoding
STRT00898782	22	0.33477	4.83099365234	1	0.00589259	noncoding
PBT00190938	64	0.29364	9.30230712891	1	0.0299481	noncoding
ENCT00000177719.1	92	0.27165	11.8870239258	1	0.0642775	noncoding
STRT00947400	111	0.34309	6.33734130859	-1	0.0759088	noncoding
STRT00891279	7	0.43023	10.0009155273	-1	0.0632115	noncoding
STRT00910209	22	0.35381	4.52960205078	1	0.00698273	noncoding
STRT00922208	19	0.35254	5.58721923828	1	0.00381741	noncoding
STRT00875616	24	0.4338	5.82330322266	1	0.00787871	noncoding
STRT00897240	23	0.33131	8.51898193359	1	0.00528896	noncoding
STRT00866454	54	0.31257	6.04498291016	-1	0.0606612	noncoding
STRT00873277	127	0.30866	10.1360473633	1	0.211169	noncoding
PBT00194002	113	0.35194	9.27386474609	1	0.261372	noncoding
STRT00866459	51	0.41127	5.50909423828	1	0.042691	noncoding
STRT00952652	52	0.40175	10.6427612305	1	0.0471362	noncoding
STRT00893127	21	0.36335	5.38079833984	1	0.00476168	noncoding
STRT00873278	73	0.35741	10.583190918	1	0.0691244	noncoding
ENCT00000187355.1	132	0.29689	7.69952392578	1	0.303549	noncoding
HBMT00000636744.1	132	0.29527	7.69952392578	1	0.299478	noncoding
PBT00194116	132	0.38452	7.69952392578	1	0.667667	coding
STRT00897639	132	0.36725	10.2854614258	1	0.486431	noncoding
PBT00194117	132	0.36961	7.69952392578	1	0.602288	coding
FTMT26500008560.1	132	0.31999	10.2854614258	1	0.270538	noncoding
FTMT26500040131.1	96	0.28769	8.38800048828	1	0.0801382	noncoding
STRT00889159	93	0.40791	9.49444580078	-1	0.110249	noncoding
PBT00194118	112	0.35752	9.56622314453	1	0.268791	noncoding
FTMT26800004794.1	119	0.27066	11.6608276367	1	0.0994447	noncoding
FTMT26800004805.1	44	0.33264	6.09149169922	1	0.0129944	noncoding
FTMT26800004807.1	119	0.35016	9.56610107422	1	0.30318	noncoding
PBT00191220	215	0.27469	6.69647216797	1	0.944227	coding
PBT00191222	434	0.46531	5.58148193359	1	1	coding
STRT00961061	67	0.36982	5.94183349609	-1	0.0330443	noncoding
FTMT26800004958.1	25	0.35365	12.0165405273	1	0.0125031	noncoding
PBT00194345	89	0.27547	8.61370849609	1	0.0615054	noncoding
PBT00194346	74	0.34034	11.3379516602	1	0.0591211	noncoding
STRT00871317	66	0.31383	6.88592529297	1	0.031801	noncoding
PBT00194347	63	0.34902	5.92694091797	1	0.0408776	noncoding
MICT00000156235.1	82	0.27599	8.93719482422	1	0.0497851	noncoding
STRT00890025	131	0.34449	9.91497802734	1	0.376932	noncoding
FTMT26800005122.1	131	0.32649	9.91497802734	1	0.301266	noncoding
STRT00929126	58	0.33407	11.5751342773	1	0.0347677	noncoding
STRT00883831	51	0.34023	9.26055908203	1	0.0215188	noncoding
ENCT00000179168.1	96	0.27194	12.0551147461	1	0.0652781	noncoding
ENCT00000179169.1	61	0.31581	9.21343994141	1	0.0280833	noncoding
FTMT26800005146.1	100	0.32095	9.09783935547	1	0.116339	noncoding
HBMT00000613424.1	22	0.34614	11.5390014648	1	0.0120209	noncoding
PBT00201283	105	0.28518	6.62506103516	1	0.167798	noncoding
FTMT27200000470.1	83	0.38308	11.9351196289	1	0.0989856	noncoding
STRT00983181	77	0.3349	10.2920532227	1	0.0641901	noncoding
STRT00998957	100	0.3135	5.45343017578	1	0.241989	noncoding
PBT00200665	77	0.34358	10.2920532227	1	0.0692673	noncoding
PBT00200666	45	0.3601	7.97552490234	1	0.0141544	noncoding
PBT00200667	56	0.33659	10.0923461914	1	0.0305784	noncoding
STRT00993628	50	0.35794	6.04205322266	-1	0.0307215	noncoding
STRT00987140	45	0.39689	7.97552490234	1	0.0187074	noncoding
PBT00200669	47	0.28923	5.96954345703	1	0.0188169	noncoding
STRT00989196	51	0.37211	7.97552490234	1	0.0208813	noncoding
STRT00988977	45	0.38332	7.97552490234	1	0.0166827	noncoding
STRT00986775	45	0.34441	7.97552490234	1	0.0130385	noncoding
STRT00975182	45	0.32697	9.49481201172	1	0.0171639	noncoding
PBT00200715	100	0.27517	8.54254150391	1	0.0860465	noncoding
STRT00995389	21	0.35496	3.66571044922	1	0.0107748	noncoding
STRT00966645	40	0.30227	10.4370727539	1	0.0187496	noncoding
STRT00966106	40	0.36172	10.4370727539	1	0.0202959	noncoding
PBT00200776	54	0.31008	9.15008544922	1	0.0212068	noncoding
FTMT27200001165.1	84	0.34768	7.67230224609	1	0.0832922	noncoding
STRT00986746	204	0.42014	4.35076904297	1	0.999688	coding
STRT00991257	121	0.29343	8.95452880859	1	0.1709	noncoding
PBT00201479	121	0.40918	8.95452880859	1	0.607344	coding
PBT00201485	204	0.43512	4.35076904297	1	0.999749	coding
STRT00982101	46	0.31567	9.81732177734	1	0.0189911	noncoding
STRT00992704	26	0.32119	9.99627685547	1	0.0101162	noncoding
STRT00999479	166	0.2958	9.69659423828	1	0.440625	noncoding
STRT00999072	18	0.43895	8.53460693359	1	0.00677033	noncoding
STRT01000452	27	0.32397	7.93865966797	1	0.00548559	noncoding
STRT00980669	49	0.39007	4.17730712891	1	0.0642898	noncoding
STRT00998328	27	0.3408	7.93865966797	1	0.00545106	noncoding
STRT00998377	55	0.31027	8.76751708984	1	0.0204345	noncoding
STRT00986978	48	0.37061	10.666809082	1	0.0302797	noncoding
STRT00992839	42	0.34626	10.2461547852	1	0.019716	noncoding
PBT00201530	127	0.27215	7.48529052734	1	0.242244	noncoding
PBT00201531	127	0.25917	7.48529052734	1	0.23958	noncoding
MICT00000160773.1	78	0.30396	6.47747802734	1	0.059789	noncoding
STRT00974993	7	0.44124	5.27496337891	1	0.00319581	noncoding
ENCT00000196692.1	0	0.40657	0.0	-1	0.00613456	noncoding
STRT00975922	18	0.34743	11.2637329102	-1	0.185167	noncoding
FTMT27200003316.1	31	0.28904	6.50006103516	1	0.00791293	noncoding
MICT00000161782.1	40	0.33842	9.62469482422	1	0.0151384	noncoding
ENCT00000192691.1	120	0.32782	10.4368286133	1	0.216951	noncoding
PBT00201696	151	0.27651	9.50152587891	1	0.274626	noncoding
ENCT00000197527.1	73	0.28068	8.85797119141	1	0.0376888	noncoding
ENCT00000197626.1	68	0.30919	8.97027587891	1	0.0339181	noncoding
STRT00967368	44	0.33559	5.71148681641	1	0.0145566	noncoding
STRT00984380	65	0.43375	6.50714111328	1	0.0872678	noncoding
ENCT00000198054.1	88	0.28567	10.9075317383	1	0.0653726	noncoding
STRT00979756	42	0.37015	9.74493408203	1	0.0196505	noncoding
STRT00985384	31	0.33031	9.99615478516	1	0.0119453	noncoding
STRT00979875	33	0.32771	5.00677490234	1	0.0103424	noncoding
STRT00980139	41	0.34559	11.1221313477	1	0.0217456	noncoding
STRT00965613	32	0.33698	8.88616943359	-1	0.103973	noncoding
STRT00981207	28	0.44026	9.69708251953	1	0.0188368	noncoding
STRT00984554	31	0.33617	9.99615478516	1	0.0119706	noncoding
STRT00986064	46	0.43101	8.80169677734	1	0.0331035	noncoding
STRT00993340	48	0.4128	9.05560302734	1	0.0319828	noncoding
ENCT00000198175.1	93	0.29146	6.56292724609	1	0.108959	noncoding
STRT00996198	0	0.34517	0.0	-1	1.00055e-06	noncoding
PBT00201202	79	0.31332	6.79962158203	1	0.0583586	noncoding
STRT01001274	58	0.32006	9.03424072266	1	0.0247013	noncoding
ENCT00000199067.1	56	0.34395	8.40167236328	1	0.0230257	noncoding
STRT01063995	26	0.40246	9.49273681641	-1	0.0679412	noncoding
PBT00224659	98	0.30593	11.141418457	-1	0.154032	noncoding
ENCT00000209702.1	137	0.31427	9.56866455078	1	0.310697	noncoding
PBT00224660	138	0.33297	12.0360717773	1	0.21313	noncoding
ENCT00000209709.1	55	0.27689	10.9160766602	1	0.033299	noncoding
PBT00222582	91	0.32562	7.85894775391	1	0.090117	noncoding
STRT01100382	152	0.27751	10.4790649414	1	0.234293	noncoding
ENCT00000210079.1	137	0.27075	9.36663818359	1	0.197978	noncoding
STRT01049400	81	0.33843	8.84246826172	-1	0.122236	noncoding
STRT01062562	65	0.39513	6.03033447266	-1	0.0284875	noncoding
STRT01058640	57	0.38234	10.8516235352	1	0.0480276	noncoding
STRT01061249	75	0.36411	5.49029541016	1	0.106546	noncoding
STRT01026196	45	0.32397	8.52227783203	1	0.013443	noncoding
STRT01057196	77	0.42919	9.60748291016	1	0.181684	noncoding
STRT01055996	77	0.34784	9.60748291016	1	0.0680605	noncoding
STRT01053910	45	0.37173	8.52227783203	1	0.0168175	noncoding
STRT01027697	45	0.34259	8.52227783203	1	0.0142382	noncoding
STRT01013715	45	0.36512	8.52227783203	1	0.0160804	noncoding
STRT01013714	111	0.28426	6.05889892578	1	0.264866	noncoding
STRT01067853	21	0.33871	5.89300537109	1	0.00392447	noncoding
STRT01060583	50	0.35347	11.6421508789	1	0.0290729	noncoding
FTMT27400000258.1	32	0.41322	5.53826904297	1	0.012845	noncoding
STRT01022761	265	0.29695	9.56622314453	-1	0.143038	noncoding
ENCT00000200777.1	334	0.34636	9.93927001953	-1	0.242435	noncoding
HBMT00000695794.1	177	0.32893	10.0249633789	1	0.697196	coding
STRT01033348	251	0.3426	9.53948974609	-1	0.21572	noncoding
STRT01033349	145	0.41929	9.91571044922	1	0.86252	coding
STRT01093224	75	0.42381	10.6864624023	-1	0.145264	noncoding
ENCT00000200981.1	89	0.30749	12.0833129883	1	0.0581489	noncoding
STRT01091152	37	0.34416	6.21771240234	1	0.00890545	noncoding
HBMT00000697221.1	24	0.37757	12.0084838867	1	0.0122616	noncoding
HBMT00000698934.1	39	0.2899	11.4371948242	-1	0.174504	noncoding
ENCT00000211420.1	44	0.34181	11.4100952148	1	0.0238279	noncoding
STRT01091172	42	0.37911	11.5311889648	1	0.0256121	noncoding
MICT00000168675.1	0	0.36938	0.0	-1	4.28307e-06	noncoding
FTMT27400000651.1	65	0.334	10.3522338867	1	0.0428174	noncoding
FTMT27600000568.1	35	0.30297	9.97650146484	1	0.0141288	noncoding
FTMT27600000569.1	58	0.35412	9.69061279297	-1	0.128824	noncoding
STRT01088410	44	0.41809	11.6170043945	1	0.0396304	noncoding
MICT00000169308.1	199	0.2872	8.03558349609	1	0.809343	coding
STRT01077579	149	0.29747	11.4469604492	1	0.215464	noncoding
STRT01022371	147	0.33059	11.6089477539	1	0.305545	noncoding
STRT01061954	40	0.41181	11.6184692383	1	0.031074	noncoding
PBT00225350	67	0.4093	10.0153198242	1	0.0933976	noncoding
STRT01034381	28	0.39497	6.49200439453	-1	0.0190696	noncoding
STRT01078926	18	0.39164	6.49200439453	-1	0.0170835	noncoding
STRT01048230	67	0.36948	10.0153198242	1	0.0592738	noncoding
STRT01036445	67	0.403	10.0153198242	1	0.0861567	noncoding
STRT01041599	67	0.35559	10.0153198242	1	0.052105	noncoding
STRT01092939	74	0.39945	9.35247802734	1	0.103446	noncoding
ENCT00000212061.1	79	0.33213	10.0892944336	1	0.0661459	noncoding
STRT01081107	91	0.43552	6.25311279297	-1	0.042702	noncoding
STRT01059722	47	0.4463	6.23284912109	1	0.0332103	noncoding
STRT01066244	38	0.43668	9.07928466797	1	0.0248267	noncoding
PBT00223106	105	0.37673	5.85223388672	1	0.420614	noncoding
STRT01068598	42	0.43104	5.98358154297	1	0.0236621	noncoding
STRT01061461	131	0.28511	6.93951416016	1	0.342285	noncoding
STRT01018285	94	0.40065	8.97686767578	1	0.24116	noncoding
ENCT00000212645.1	71	0.38604	6.90118408203	-1	0.0399043	noncoding
FTMT27600000822.1	38	0.27302	7.95574951172	-1	0.157059	noncoding
STRT01031154	56	0.35306	11.9107055664	-1	0.179491	noncoding
STRT01026653	27	0.38728	6.21441650391	1	0.00629153	noncoding
STRT01091220	42	0.34451	5.60382080078	-1	0.0283625	noncoding
STRT01029081	31	0.37303	11.5537719727	1	0.0166341	noncoding
ENCT00000203318.1	44	0.3562	5.96966552734	1	0.0146987	noncoding
PBT00225599	102	0.28648	6.23992919922	1	0.176955	noncoding
STRT01020463	102	0.32475	6.23992919922	1	0.203585	noncoding
HBMT00000704772.1	12	0.428	11.0003051758	-1	0.109064	noncoding
ENCT00000213760.1	30	0.39011	12.0000610352	-1	0.172467	noncoding
FTMT27400001514.1	44	0.28046	9.09857177734	1	0.0160115	noncoding
MICT00000173185.1	177	0.27763	8.86529541016	1	0.510671	coding
ENCT00000213944.1	0	0.43316	0.0	-1	0.0230138	noncoding
STRT01077355	161	0.29294	10.2250366211	1	0.351226	noncoding
PBT00225817	88	0.30501	4.96356201172	1	0.185002	noncoding
STRT01036088	33	0.41205	10.2892456055	1	0.0209162	noncoding
STRT01075348	19	0.34964	11.7113647461	1	0.0108527	noncoding
STRT01057767	31	0.34347	4.49310302734	1	0.0118171	noncoding
ENCT00000214736.1	115	0.28311	5.67694091797	1	0.35623	noncoding
ENCT00000205460.1	51	0.32066	5.63616943359	1	0.0214947	noncoding
FTMT27600001813.1	34	0.30329	5.50970458984	1	0.010281	noncoding
PBT00223842	139	0.30473	7.51409912109	1	0.409498	noncoding
STRT01096247	33	0.39428	8.84014892578	1	0.011685	noncoding
STRT01068826	45	0.36459	6.68780517578	1	0.0142537	noncoding
FTMT27600002129.1	111	0.28253	8.19036865234	1	0.130045	noncoding
ENCT00000206418.1	101	0.34921	8.68585205078	1	0.167723	noncoding
STRT01051365	80	0.33762	9.05499267578	-1	0.129582	noncoding
STRT01085024	30	0.33183	11.8239135742	1	0.0155646	noncoding
ENCT00000215608.1	271	0.27574	9.37921142578	1	0.921911	coding
FTMT27500008766.1	123	0.31228	12.0458374023	1	0.120673	noncoding
ENCT00000206662.1	112	0.33313	7.67059326172	1	0.228503	noncoding
ENCT00000215714.1	68	0.28895	9.69256591797	1	0.0358741	noncoding
ENCT00000206754.1	32	0.34895	11.8291625977	1	0.016031	noncoding
STRT01036123	51	0.31135	8.76971435547	1	0.0175973	noncoding
ENCT00000206939.1	77	0.43259	11.8268432617	1	0.175607	noncoding
ENCT00000206942.1	204	0.31716	10.5153198242	1	0.75917	coding
STRT01021197	204	0.31841	10.5153198242	1	0.766331	coding
STRT01073810	133	0.35463	4.66754150391	1	0.855625	coding
FTMT27400002276.1	61	0.30739	9.38336181641	1	0.0281882	noncoding
ENCT00000216326.1	22	0.42333	11.2637329102	1	0.0166602	noncoding
FTMT27400002311.1	0	0.36397	0.0	-1	2.92195e-06	noncoding
STRT01050744	57	0.38012	11.9116821289	1	0.0402439	noncoding
STRT01069607	38	0.35283	4.67706298828	1	0.0170086	noncoding
STRT01065506	63	0.38315	6.52581787109	-1	0.0331656	noncoding
MICT00000180504.1	83	0.36688	8.90118408203	1	0.0999445	noncoding
MICT00000180505.1	165	0.40088	7.33294677734	-1	0.123384	noncoding
FTMT27600002759.1	151	0.33659	9.09210205078	1	0.575103	coding
MICT00000180701.1	151	0.31123	9.09210205078	1	0.437985	noncoding
STRT01033122	94	0.35021	11.6854858398	-1	0.173071	noncoding
PBT00226466	35	0.36763	12.0165405273	1	0.0173021	noncoding
FTMT27600002823.1	40	0.40129	11.7119750977	1	0.0273554	noncoding
STRT01046165	13	0.34753	10.8344116211	1	0.00798021	noncoding
STRT01071668	130	0.32099	5.19073486328	1	0.666372	coding
STRT01071669	130	0.28557	5.19073486328	1	0.625055	coding
STRT01072994	130	0.28553	5.19073486328	1	0.625069	coding
STRT01045520	43	0.3451	9.99188232422	1	0.0191887	noncoding
STRT01059251	52	0.33737	10.133605957	1	0.0267946	noncoding
STRT01044200	52	0.34692	10.133605957	1	0.0281124	noncoding
STRT01092254	163	0.31837	6.35333251953	1	0.831516	coding
